yearG3,sex,county,Ndeaths,YLL,pop,YLLper,cRate,rateSE,rateLCI,rateUCI,aRate,aLCI,aUCI,aSE,causeName
2010-2012,Total,San Mateo,158,4131,2190360,188.599,7.21344,0.57387,6.08867,8.3382,6.59601,5.59496,7.7414,0.531757,Substance use
2010-2012,Total,Solano,119,3403,1244660,273.407,9.56081,0.876438,7.84303,11.2786,9.343,7.70913,11.2445,0.87375100000000006,Substance use
2010-2012,Total,Lake,109,2474,194489,1272.05,56.0443,5.36807,45.5231,66.5655,47.4565,38.4858,58.2715,4.81751,Substance use
2010-2012,Total,Riverside,830,23266,6677500,348.424,12.4298,0.431445,11.5842,13.2754,12.5691,11.7222,13.4643,0.439544,Substance use
2010-2012,Total,CALIFORNIA,12902,357543,113050000,316.27,11.4126,0.100475,11.2157,11.6096,11.0247,10.8335,11.2186,0.0979724,Substance use
2010-2012,Total,San Joaquin,374,9811,2082440,471.13,17.9597,0.928674,16.1395,19.7799,18.2142,16.3983,20.1945,0.950707,Substance use
2010-2012,Total,Alameda,440,11403,4601730,247.798,9.56163,0.455833,8.66821,10.455,8.85951,8.04269,9.74519,0.42677,Substance use
2010-2012,Total,Monterey,139,3999,1258210,317.832,11.0474,0.937029,9.21087,12.884,10.9923,9.22535,13.0229,0.941019,Substance use
2010-2012,Total,Sacramento,607,16431,4300650,382.059,14.1141,0.572875,12.9913,15.237,13.7421,12.6586,14.8992,0.564061,Substance use
2010-2012,Total,San Bernardino,651,17324,6186520,280.028,10.5229,0.412424,9.71454,11.3312,10.7257,9.90721,11.6032,0.425843,Substance use
2010-2012,Total,Monterey,463,44,1258210,3.49702,36.7982,1.71016,33.4464,40.1501,37.1762,33.8319,40.7821,1.74628,Alzheimer’s disease and other dementias
2010-2012,Total,Kings,142,33,453530,7.27626,31.3099,2.62747,26.1602,36.4597,51.5666,43.4282,60.8012,4.33067,Alzheimer’s disease and other dementias
2010-2012,Total,Sacramento,2615,1195,4300650,27.7865,60.8048,1.18905,58.4743,63.1353,61.9123,59.5449,64.3543,1.21953,Alzheimer’s disease and other dementias
2010-2012,Total,Alameda,2480,1076,4601730,23.3825,53.8928,1.08219,51.7718,56.0139,54.4758,52.3288,56.6941,1.10633,Alzheimer’s disease and other dementias
2010-2012,Total,Santa Barbara,794,215,1279170,16.8077,62.0713,2.20283,57.7538,66.3888,49.1975,45.7811,52.8492,1.77422,Alzheimer’s disease and other dementias
2010-2012,Total,Santa Cruz,461,96,795196,12.0725,57.9731,2.70008,52.6811,63.2652,57.3753,52.1535,63.0246,2.72739,Alzheimer’s disease and other dementias
2010-2012,Total,Sutter,162,59,286364,20.6031,56.5714,4.44467,47.86,65.2827,55.792,47.5223,65.2186,4.38842,Alzheimer’s disease and other dementias
2010-2012,Total,Siskiyou,113,50,134419,37.1971,84.0655,7.90822,68.5657,99.5653,51.8189,42.6718,63.3864,4.89401,Alzheimer’s disease and other dementias
2010-2012,Total,Los Angeles,12324,4622,29726200,15.5486,41.4584,0.373454,40.7265,42.1904,43.4074,42.6388,44.1871,0.3939,Alzheimer’s disease and other dementias
2010-2012,Total,Tuolumne,153,43,165573,25.9704,92.4064,7.47061,77.7642,107.049,54.511,46.1916,64.7315,4.42035,Alzheimer’s disease and other dementias
2010-2012,Total,Merced,281,87,779794,11.1568,36.0352,2.14968,31.8219,40.2484,48.4327,42.9226,54.4727,2.8959,Alzheimer’s disease and other dementias
2010-2012,Total,Orange,5366,1977,9147990,21.6113,58.6577,0.800755,57.0882,60.2271,57.3345,55.7999,58.9026,0.788192,Alzheimer’s disease and other dementias
2010-2012,Total,Placer,835,274,1065420,25.7175,78.3726,2.71219,73.0568,83.6884,59.6945,55.6999,63.9484,2.0731,Alzheimer’s disease and other dementias
2010-2012,Total,Mendocino,120,30,262873,11.4124,45.6494,4.1672,37.4819,53.817,35.228,29.1201,42.5232,3.26495,Alzheimer’s disease and other dementias
2010-2012,Total,Riverside,3640,1607,6677500,24.0659,54.5114,0.903518,52.7406,56.2823,56.7052,54.8752,58.5836,0.941242,Alzheimer’s disease and other dementias
2010-2012,Total,Tulare,439,176,1342180,13.113,32.708,1.56107,29.6484,35.7676,42.9426,39.0087,47.1774,2.05506,Alzheimer’s disease and other dementias
2010-2012,Total,Contra Costa,2177,784,3191070,24.5686,68.2217,1.46215,65.3559,71.0875,61.8104,59.2126,64.5007,1.3395,Alzheimer’s disease and other dementias
2010-2012,Total,Butte,550,230,662505,34.7167,83.0182,3.53991,76.0801,89.9563,57.1608,52.3942,62.3859,2.48453,Alzheimer’s disease and other dementias
2010-2012,Total,Tehama,124,48,190837,25.1524,64.9769,5.8351,53.5403,76.4135,53.3758,44.3843,64.0634,4.7994,Alzheimer’s disease and other dementias
2010-2012,Total,San Bernardino,2242,1147,6186520,18.5403,36.2401,0.76537,34.74,37.7402,53.6207,51.4182,55.8948,1.13542,Alzheimer’s disease and other dementias
2010-2012,Total,San Luis Obispo,493,245,811965,30.1737,60.7169,2.73455,55.3573,66.0765,42.9451,39.1993,47.0631,1.9545,Alzheimer’s disease and other dementias
2010-2012,Total,Lake,143,52,194489,26.7367,73.526,6.14855,61.4751,85.577,53.6137,45.1599,63.7103,4.49833,Alzheimer’s disease and other dementias
2010-2012,Total,Fresno,1304,582,2825340,20.5993,46.1538,1.27811,43.6487,48.6588,52.5052,49.6713,55.4672,1.46576,Alzheimer’s disease and other dementias
2010-2012,Total,San Diego,5868,2467,9410780,26.2146,62.354,0.813991,60.7586,63.9494,59.5983,58.0682,61.1611,0.785701,Alzheimer’s disease and other dementias
2010-2012,Total,Napa,332,97,412124,23.5366,80.5583,4.42121,71.8929,89.2237,56.395,50.3923,63.0723,3.14846,Alzheimer’s disease and other dementias
2010-2012,Total,San Francisco,1460,346,2461680,14.0555,59.3092,1.55219,56.2669,62.3514,45.1348,42.8248,47.5986,1.19392,Alzheimer’s disease and other dementias
2010-2012,Total,Marin,634,172,762339,22.5621,83.1651,3.30291,76.6915,89.6387,53.8388,49.6708,58.3914,2.16912,Alzheimer’s disease and other dementias
2010-2012,Total,San Mateo,1267,538,2190360,24.5622,57.8445,1.62508,54.6594,61.0296,45.796,43.2717,48.4503,1.30599,Alzheimer’s disease and other dementias
2010-2012,Total,Yolo,332,201,610785,32.9085,54.3563,2.98319,48.5093,60.2032,61.7783,55.2476,68.9191,3.42465,Alzheimer’s disease and other dementias
2010-2012,Total,Nevada,278,79,294977,26.7817,94.2446,5.65242,83.1661,105.323,55.2405,48.8657,62.6363,3.35184,Alzheimer’s disease and other dementias
2010-2012,Total,El Dorado,346,150,542910,27.6289,63.7306,3.42618,57.0154,70.4458,56.9553,51.0949,63.4138,3.07081,Alzheimer’s disease and other dementias
2010-2012,Total,Santa Clara,2788,1198,5444380,22.0043,51.2088,0.969835,49.3079,53.1096,52.6618,50.7122,54.6711,1.004,Alzheimer’s disease and other dementias
2010-2012,Total,Imperial,123,82,532239,15.4066,23.1099,2.08375,19.0258,27.194,28.015,23.2797,33.443,2.52796,Alzheimer’s disease and other dementias
2010-2012,Total,Stanislaus,781,418,1558300,26.8242,50.1188,1.79339,46.6039,53.6338,56.187,52.2957,60.3025,2.02072,Alzheimer’s disease and other dementias
2010-2012,Total,Solano,795,293,1244660,23.5405,63.8727,2.26533,59.4327,68.3126,68.7318,64.0203,73.7136,2.44623,Alzheimer’s disease and other dementias
2010-2012,Total,Sonoma,1102,436,1460430,29.8543,75.4574,2.27306,71.0023,79.9126,56.2639,52.9201,59.804,1.73197,Alzheimer’s disease and other dementias
2010-2012,Total,Kern,1034,591,2550090,23.1756,40.5476,1.26097,38.0761,43.019,60.7218,57.0663,64.5535,1.89378,Alzheimer’s disease and other dementias
2010-2012,Total,CALIFORNIA,58417,23591,113050000,20.8678,51.6736,0.213796,51.2546,52.0926,51.9853,51.5617,52.4118,0.216583,Alzheimer’s disease and other dementias
2010-2012,Total,San Joaquin,952,534,2082440,25.643,45.7156,1.48165,42.8116,48.6196,52.144,48.8587,55.6031,1.70326,Alzheimer’s disease and other dementias
2010-2012,Total,Shasta,510,279,532479,52.3964,95.7784,4.24114,87.4659,104.091,69.1195,63.2251,75.582,3.07398,Alzheimer’s disease and other dementias
2010-2012,Total,Ventura,1374,595,2492470,23.8719,55.126,1.48718,52.2112,58.0409,53.1471,50.3488,56.0713,1.44689,Alzheimer’s disease and other dementias
2010-2012,Total,Madera,207,50,452498,11.0498,45.7461,3.17957,39.5142,51.9779,53.181,46.1761,60.9854,3.69993,Alzheimer’s disease and other dementias
2010-2012,Total,Humboldt,241,158,405101,39.0026,59.4913,3.83217,51.9804,67.0023,51.5112,45.1399,58.6894,3.35772,Alzheimer’s disease and other dementias
2010-2012,Total,Contra Costa,488,3490,3191070,109.368,15.2927,0.692268,13.9359,16.6495,14.5215,13.2425,15.8972,0.667517,Other neurological conditions
2010-2012,Total,San Diego,1299,9582,9410780,101.819,13.8033,0.382982,13.0527,14.5539,14.0481,13.2862,14.8442,0.39408,Other neurological conditions
2010-2012,Total,Placer,184,1568,1065420,147.171,17.2701,1.27317,14.7748,19.7655,14.433,12.3956,16.7521,1.07898,Other neurological conditions
2010-2012,Total,Riverside,803,6624,6677500,99.1988,12.0255,0.424369,11.1937,12.8572,12.3447,11.5024,13.2357,0.437312,Other neurological conditions
2010-2012,Total,San Luis Obispo,155,914,811965,112.566,19.0895,1.5333,16.0843,22.0947,15.0213,12.704,17.744,1.23181,Other neurological conditions
2010-2012,Total,Butte,147,1169,662505,176.451,22.1885,1.83008,18.6016,25.7754,17.9392,15.0753,21.3164,1.52471,Other neurological conditions
2010-2012,Total,Alameda,571,4197,4601730,91.2049,12.4084,0.519275,11.3906,13.4261,12.8437,11.7957,13.9651,0.545989,Other neurological conditions
2010-2012,Total,Sacramento,568,6093,4300650,141.676,13.2073,0.554166,12.1212,14.2935,13.6902,12.5753,14.8815,0.580815,Other neurological conditions
2010-2012,Total,Los Angeles,2911,28454,29726200,95.7204,9.79272,0.181502,9.43698,10.1485,10.3924,10.0145,10.7815,0.194571,Other neurological conditions
2010-2012,Total,Stanislaus,203,1769,1558300,113.521,13.0271,0.91432,11.235,14.8191,14.5339,12.5859,16.7099,1.02957,Other neurological conditions
2010-2012,Total,San Mateo,317,1465,2190360,66.8841,14.4725,0.812858,12.8794,16.0657,12.6886,11.3089,14.208,0.724084,Other neurological conditions
2010-2012,Total,Ventura,374,2681,2492470,107.564,15.0052,0.7759,13.4845,16.5259,15.1325,13.6206,16.7755,0.791621,Other neurological conditions
2010-2012,Total,Fresno,368,3563,2825340,126.109,13.025,0.678975,11.6942,14.3558,14.9633,13.4551,16.6024,0.789823,Other neurological conditions
2010-2012,Total,Santa Cruz,119,844,795196,106.137,14.9649,1.37183,12.2761,17.6536,15.375,12.6681,18.5316,1.4481,Other neurological conditions
2010-2012,Total,Orange,1123,8292,9147990,90.6429,12.2759,0.366323,11.5579,12.9939,12.3965,11.6759,13.1518,0.37315,Other neurological conditions
2010-2012,Total,Monterey,164,1910,1258210,151.803,13.0344,1.01781,11.0395,15.0292,13.9785,11.8969,16.3349,1.10483,Other neurological conditions
2010-2012,Total,Santa Barbara,210,1277,1279170,99.83,16.4168,1.13287,14.1965,18.6372,14.8384,12.8651,17.0691,1.04265,Other neurological conditions
2010-2012,Total,Sonoma,274,2059,1460430,140.986,18.7616,1.13343,16.5402,20.9831,15.9473,14.0679,18.0415,0.988824,Other neurological conditions
2010-2012,Total,Marin,163,793,762339,104.022,21.3816,1.67473,18.0991,24.664,15.2232,12.9203,17.9459,1.22311,Other neurological conditions
2010-2012,Total,San Francisco,325,2001,2461680,81.2861,13.2024,0.732337,11.767,14.6377,11.2246,9.99814,12.6207,0.643799,Other neurological conditions
2010-2012,Total,CALIFORNIA,14097,120849,113050000,106.899,12.4697,0.105025,12.2639,12.6755,12.8184,12.6056,13.034,0.109022,Other neurological conditions
2010-2012,Total,Solano,160,1795,1244660,144.216,12.8549,1.01627,10.863,14.8467,13.0948,11.1162,15.344,1.05085,Other neurological conditions
2010-2012,Total,San Joaquin,240,2448,2082440,117.554,11.5249,0.743931,10.0669,12.983,12.7687,11.1852,14.5265,0.83458,Other neurological conditions
2010-2012,Total,Shasta,149,1277,532479,239.822,27.9823,2.2924,23.4893,32.4753,21.3535,17.9846,25.3357,1.79269,Other neurological conditions
2010-2012,Total,Tulare,139,2022,1342180,150.651,10.3563,0.878409,8.63464,12.0779,12.4011,10.3962,14.7002,1.06806,Other neurological conditions
2010-2012,Total,San Bernardino,621,7222,6186520,116.738,10.038,0.402809,9.24846,10.8274,12.7293,11.7246,13.8015,0.52309,Other neurological conditions
2010-2012,Total,Santa Clara,675,4149,5444380,76.207,12.3981,0.477203,11.4628,13.3334,13.1416,12.1598,14.1848,0.510539,Other neurological conditions
2010-2012,Total,Kern,315,4047,2550090,158.7,12.3525,0.695984,10.9884,13.7166,15.8977,14.154,17.8077,0.915397,Other neurological conditions
2010-2012,Total,Shasta,156,725,532479,136.156,29.2969,2.34563,24.6996,33.8943,21.9729,18.5929,25.9591,1.79651,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Contra Costa,376,1922,3191070,60.2306,11.7829,0.607656,10.5919,12.9739,10.9506,9.85647,12.1404,0.572833,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Santa Barbara,179,865,1279170,67.6218,13.9934,1.04592,11.9434,16.0434,12.1652,10.4164,14.1677,0.926819,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Riverside,596,3983,6677500,59.6481,8.9255,0.365603,8.20893,9.64207,9.12931,8.40825,9.89903,0.375406,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Orange,734,4099,9147990,44.8077,8.02362,0.296157,7.44316,8.60408,7.95459,7.38518,8.55826,0.295871,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Solano,148,683,1244660,54.8742,11.8908,0.977414,9.97506,13.8065,11.9828,10.1086,14.1255,0.996912,Digestive diseases (excluding cirrhosis)
2010-2012,Total,San Diego,1045,5171,9410780,54.9476,11.1043,0.343505,10.431,11.7775,10.9984,10.3343,11.6962,0.344032,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Sacramento,602,3538,4300650,82.2666,13.9979,0.570511,12.8797,15.1161,14.2133,13.0884,15.4136,0.58569,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Placer,131,387,1065420,36.3236,12.2956,1.07427,10.19,14.4011,9.56266,7.98615,11.4118,0.840618,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Los Angeles,2034,13984,29726200,47.0427,6.84246,0.151718,6.5451,7.13982,7.19549,6.88309,7.51908,0.161141,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Santa Cruz,113,526,795196,66.1472,14.2103,1.3368,11.5903,16.8304,14.0822,11.5346,17.073,1.36482,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Ventura,280,1822,2492470,73.1002,11.2338,0.67135,9.91801,12.5497,11.1328,9.85224,12.5436,0.673257,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Fresno,352,2202,2825340,77.9376,12.4587,0.66405,11.1572,13.7602,14.4825,12.9925,16.1042,0.780759,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Butte,140,623,662505,94.037,21.1319,1.78597,17.6315,24.6324,16.1625,13.539,19.2864,1.39789,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Alameda,474,2946,4601730,64.0195,10.3005,0.473117,9.37319,11.2278,10.3419,9.41736,11.3388,0.48268,Digestive diseases (excluding cirrhosis)
2010-2012,Total,San Bernardino,499,3848,6186520,62.1997,8.06592,0.36108,7.35822,8.77363,10.4592,9.54303,11.4436,0.478113,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Stanislaus,207,1249,1558300,80.1517,13.2837,0.923284,11.4741,15.0933,14.7479,12.7881,16.9352,1.03549,Digestive diseases (excluding cirrhosis)
2010-2012,Total,San Joaquin,300,1965,2082440,94.3604,14.4062,0.831741,12.776,16.0364,16.0303,14.2486,17.9859,0.935697,Digestive diseases (excluding cirrhosis)
2010-2012,Total,San Francisco,299,1209,2461680,49.1129,12.1462,0.702433,10.7695,13.5229,9.85683,8.75709,11.1217,0.57763,Digestive diseases (excluding cirrhosis)
2010-2012,Total,CALIFORNIA,11483,67571,113050000,59.7709,10.1575,0.0947888,9.97167,10.3432,10.2812,10.0922,10.4729,0.0968537,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Kern,273,2293,2550090,89.9183,10.7055,0.647926,9.43558,11.9754,14.1146,12.4607,15.9368,0.870024,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Monterey,134,703,1258210,55.8729,10.65,0.920022,8.84682,12.4532,11.0625,9.24816,13.1477,0.967165,Digestive diseases (excluding cirrhosis)
2010-2012,Total,San Luis Obispo,136,585,811965,72.0474,16.7495,1.43626,13.9345,19.5645,12.6319,10.5577,15.107,1.10579,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Tulare,175,1367,1342180,101.849,13.0385,0.985618,11.1067,14.9703,16.0606,13.7461,18.6711,1.22677,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Santa Clara,410,2254,5444380,41.4005,7.5307,0.371915,6.80176,8.25964,7.8247,7.07877,8.6317,0.390064,Digestive diseases (excluding cirrhosis)
2010-2012,Total,San Mateo,251,1086,2190360,49.581,11.4593,0.723306,10.0417,12.877,9.66412,8.48654,10.9794,0.620272,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Sonoma,223,883,1460430,60.4618,15.2695,1.02252,13.2654,17.2736,11.9961,10.437,13.7627,0.823105,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Marin,118,212,762339,27.8092,15.4787,1.42493,12.6859,18.2715,10.6644,8.7897,12.9589,1.00281,Digestive diseases (excluding cirrhosis)
2010-2012,Total,Riverside,852,4949,6677500,74.1146,12.7593,0.437125,11.9025,13.616,13.0809,12.2141,13.9963,0.449769,Kidney diseases
2010-2012,Total,Ventura,289,1113,2492470,44.6545,11.5949,0.682054,10.2581,12.9317,11.3207,10.0388,12.7315,0.67356799999999994,Kidney diseases
2010-2012,Total,Contra Costa,357,1495,3191070,46.8495,11.1875,0.592104,10.027,12.348,10.4376,9.36741,11.6039,0.560741,Kidney diseases
2010-2012,Total,Orange,1110,4850,9147990,53.0171,12.1338,0.364196,11.42,12.8476,12.1379,11.4281,12.8821,0.367538,Kidney diseases
2010-2012,Total,Santa Barbara,107,382,1279170,29.863,8.36477,0.808653,6.77984,9.9497,7.35522,6.00276,8.96663,0.725187,Kidney diseases
2010-2012,Total,Fresno,402,2714,2825340,96.0593,14.2284,0.709647,12.8375,15.6193,16.4335,14.8493,18.1487,0.82866,Kidney diseases
2010-2012,Total,Alameda,545,2711,4601730,58.9127,11.8434,0.507315,10.8491,12.8377,12.1573,11.1413,13.2466,0.529643,Kidney diseases
2010-2012,Total,San Luis Obispo,104,401,811965,49.3864,12.8084,1.25597,10.3468,15.2701,9.83634,8.00858,12.0709,0.980613,Kidney diseases
2010-2012,Total,San Francisco,318,1061,2461680,43.1007,12.918,0.724407,11.4982,14.3378,10.7337,9.57206,12.0611,0.609563,Kidney diseases
2010-2012,Total,Stanislaus,254,1163,1558300,74.6328,16.2999,1.02274,14.2953,18.3044,18.1329,15.9554,20.5367,1.1463699999999999,Kidney diseases
2010-2012,Total,Kern,362,2856,2550090,111.996,14.1956,0.746102,12.7332,15.6579,18.7459,16.8314,20.8282,1.00298,Kidney diseases
2010-2012,Total,Los Angeles,4086,22920,29726200,77.1038,13.7455,0.215036,13.324,14.1669,14.525,14.0786,14.9825,0.229502,Kidney diseases
2010-2012,Total,San Joaquin,324,2337,2082440,112.224,15.5587,0.86437,13.8645,17.2528,17.4053,15.5387,19.4466,0.979291,Kidney diseases
2010-2012,Total,Butte,151,610,662505,92.0748,22.7923,1.85481,19.1569,26.4276,18.0846,15.2402,21.4371,1.51335,Kidney diseases
2010-2012,Total,CALIFORNIA,13874,73616,113050000,65.1181,12.2724,0.104191,12.0682,12.4767,12.5243,12.3147,12.7367,0.107375,Kidney diseases
2010-2012,Total,San Diego,786,3339,9410780,35.4806,8.35212,0.29791,7.76823,8.93602,8.43837,7.8522,9.05878,0.304413,Kidney diseases
2010-2012,Total,Monterey,140,580,1258210,46.0971,11.1269,0.940394,9.28375,12.97,11.9342,10.0196,14.1241,1.01962,Kidney diseases
2010-2012,Total,San Mateo,214,674,2190360,30.7713,9.7701,0.66787,8.4611,11.0791,8.29857,7.20743,9.52821,0.576292,Kidney diseases
2010-2012,Total,Shasta,117,432,532479,81.13,21.9727,2.03138,17.9913,25.9541,16.6459,13.7233,20.1814,1.56323,Kidney diseases
2010-2012,Total,San Bernardino,804,5592,6186520,90.39,12.996,0.458333,12.0977,13.8943,16.8711,15.7026,18.1075,0.60681,Kidney diseases
2010-2012,Total,Sacramento,521,3686,4300650,85.708,12.1144,0.530744,11.0742,13.1547,12.4022,11.3479,13.5325,0.549803,Kidney diseases
2010-2012,Total,Santa Clara,344,1470,5444380,27.0003,6.31844,0.340668,5.65075,6.98614,6.64378,5.9536,7.39561,0.36175,Kidney diseases
2010-2012,Total,Sonoma,159,813,1460430,55.6687,10.8872,0.863414,9.19497,12.5795,9.07851,7.68921,10.6832,0.738265,Kidney diseases
2010-2012,Total,Placer,126,448,1065420,42.049,11.8263,1.05357,9.76132,13.8912,9.27932,7.7198,11.1131,0.832334,Kidney diseases
2010-2012,Total,Solano,166,879,1244660,70.6215,13.3369,1.03515,11.3081,15.3658,13.9203,11.8583,16.2556,1.09416,Kidney diseases
2010-2012,Total,Tulare,168,1296,1342180,96.5594,12.517,0.965704,10.6242,14.4097,15.5057,13.2259,18.0828,1.20938,Kidney diseases
2010-2012,Total,San Bernardino,1023,15807,6186520,255.507,16.5359,0.517001,15.5226,17.5493,18.4546,17.3157,19.6558,0.590282,Cirrhosis of the liver
2010-2012,Total,San Diego,1196,18764,9410780,199.388,12.7088,0.367485,11.9886,13.4291,12.362,11.6636,13.0938,0.361455,Cirrhosis of the liver
2010-2012,Total,Placer,142,2189,1065420,205.458,13.328,1.11846,11.1359,15.5202,10.9044,9.15214,12.9389,0.933191,Cirrhosis of the liver
